   10, 0.155006
   10, 0.155006
   20, 0.110024
   20, 0.110024
   30, 0.089901
   30, 0.089901
   40, 0.077374
   40, 0.077374
   50, 0.069624
   50, 0.069624
   60, 0.063285
   60, 0.063285
   70, 0.058825
   70, 0.058825
   80, 0.054945
   80, 0.054945
   90, 0.051831
   90, 0.051831
  100, 0.049208
Total execution time: 17.166460 seconds
  100, 0.049208
Total execution time: 17.226874 seconds
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   40, 0.077374
   40, 0.077374
   40, 0.077374
   40, 0.077374
   50, 0.069624
   50, 0.069624
   50, 0.069624
   50, 0.069624
   60, 0.063285
   60, 0.063285
   60, 0.063285
   60, 0.063285
   70, 0.058825
   70, 0.058825
   70, 0.058825
   70, 0.058825
   80, 0.054945
   80, 0.054945
   80, 0.054945
   80, 0.054945
   90, 0.051831
   90, 0.051831
   90, 0.051831
   90, 0.051831
  100, 0.049208
Total execution time: 16.454239 seconds
  100, 0.049208
Total execution time: 16.522223 seconds
  100, 0.049208
Total execution time: 17.758610 seconds
  100, 0.049208
Total execution time: 17.825811 seconds
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   40, 0.077374
   40, 0.077374
   40, 0.077374
   40, 0.077374
   40, 0.077374
   40, 0.077374
   50, 0.069624
   50, 0.069624
   50, 0.069624
   50, 0.069624
   50, 0.069624
   50, 0.069624
   60, 0.063285
   60, 0.063285
   60, 0.063285
   60, 0.063285
   60, 0.063285
   60, 0.063285
   70, 0.058825
   70, 0.058825
   70, 0.058825
   70, 0.058825
   70, 0.058825
   70, 0.058825
   80, 0.054945
   80, 0.054945
   80, 0.054945
   80, 0.054945
   80, 0.054945
   80, 0.054945
   90, 0.051831
   90, 0.051831
   90, 0.051831
   90, 0.051831
   90, 0.051831
   90, 0.051831
  100, 0.049208
Total execution time: 18.848325 seconds
  100, 0.049208
Total execution time: 18.905327 seconds
  100, 0.049208
Total execution time: 18.932860 seconds
  100, 0.049208
Total execution time: 20.017161 seconds
  100, 0.049208
Total execution time: 20.020630 seconds
  100, 0.049208
Total execution time: 20.078195 seconds
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   40, 0.077374
   40, 0.077374
   40, 0.077374
   40, 0.077374
   40, 0.077374
   40, 0.077374
   40, 0.077374
   40, 0.077374
   50, 0.069624
   50, 0.069624
   50, 0.069624
   50, 0.069624
   50, 0.069624
   50, 0.069624
   50, 0.069624
   50, 0.069624
   60, 0.063285
   60, 0.063285
   60, 0.063285
   60, 0.063285
   60, 0.063285
   60, 0.063285
   60, 0.063285
   60, 0.063285
   70, 0.058825
   70, 0.058825
   70, 0.058825
   70, 0.058825
   70, 0.058825
   70, 0.058825
   70, 0.058825
   70, 0.058825
   80, 0.054945
   80, 0.054945
   80, 0.054945
   80, 0.054945
   80, 0.054945
   80, 0.054945
   80, 0.054945
   80, 0.054945
   90, 0.051831
   90, 0.051831
   90, 0.051831
   90, 0.051831
   90, 0.051831
   90, 0.051831
   90, 0.051831
   90, 0.051831
  100, 0.049208
Total execution time: 22.156744 seconds
  100, 0.049208
Total execution time: 22.202068 seconds
  100, 0.049208
Total execution time: 22.203676 seconds
  100, 0.049208
Total execution time: 22.218287 seconds
  100, 0.049208
Total execution time: 22.835988 seconds
  100, 0.049208
Total execution time: 22.875212 seconds
  100, 0.049208
Total execution time: 22.943402 seconds
  100, 0.049208
Total execution time: 22.947646 seconds
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   10, 0.155006
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   20, 0.110024
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
   30, 0.089901
